STT,SO_DANG_KY,TEN_THUOC,"MA_HOAT_CHAT
(Theo Thông tư số 40/2014/TT-BYT)","HOAT_CHAT
(Theo Thông tư số 40/2014/TT-BYT)","HOAT_CHAT
(Theo Số đăng ký)",MA_DUONG_DUNG,DUONG_DUNG,HAM_LUONG,DONG_GOI,HANG_SX,NUOC_SX
545,VD-14483-11,Cevitrutin,40.1058,Vitamin C + rutine,Rutin; Acid ascorbic,1.01,Uống,50 mg; 50 mg,Hộp 10 vỉ x 10 viên bao đường,Công ty cổ phần hoá dược phẩm Mekophar,Việt Nam
546,VD-14501-11,Rutin-Vitamin C,40.1058,Vitamin C + rutine,"Rutin, vitamin C",1.01,Uống,50mg; 50mg,Hộp 10 vỉ x 10 viên bao đường,Công ty cổ phần hoá dược phẩm Mekophar,Việt Nam
547,VD-18645-13,Rutin C,40.1058,Vitamin C + rutine,Rutin; Acid ascorbic,1.01,Uống,50 mg; 50 mg,Hộp 10 vỉ x 10 viên,Công ty cổ phần dược phẩm Trung ương 2,Việt Nam
548,VD-18686-13,Rutin Vitamin C - HT,40.1058,Vitamin C + rutine,Acid ascorbic; Rutin,1.01,Uống,50 mg;  50 mg,"Hộp 10 vỉ x 10 viên, hộp 5 vỉ x 10 viên, hộp 1 lọ 100 viên",Công ty cổ phần Dược Hà Tĩnh,Việt Nam
549,VD-20639-14,Rutin - C fort,40.1058,Vitamin C + rutine,Acid ascorbic; Rutin,1.01,Uống,60mg; 60mg,Hộp 10 vỉ (nhôm-PVC) x 10 viên,Công ty cổ phần Dược Hà Tĩnh,Việt Nam
550,VD-21436-14,Rutin và acid Ascorbic,40.1058,Vitamin C + rutine,Rutin; Acid ascorbic,1.01,Uống,50 mg; 50 mg,Hộp 10 vỉ x 10 viên,Công ty cổ phần Hóa dược Việt Nam,Việt Nam
551,VD-8732-09,Rutin-C,40.1058,Vitamin C + rutine,Rutin; Acid ascorbic,1.01,Uống,50 mg; 50 mg,Hộp 10 vỉ x 10 viên nén bao đường,Công ty cổ phần dược phẩm Sao Kim,Việt Nam
552,VD-9154-09,Rutin-Vitamin C,40.1058,Vitamin C + rutine,Rutin; Acid ascorbic,1.01,Uống,50 mg; 50 mg,Hộp 10 vỉ x 10 viên bao đường,Công ty TNHH SX-TM dược phẩm Thành Nam,Việt Nam
553,VD-9186-09,Rutin-C,40.1058,Vitamin C + rutine,Rutin; Acid ascorbic,1.01,Uống,50 mg; 50 mg,Hộp 10 vỉ x 10 viên nén bao đường,Xi nghiệp dươc phẩm 120-Công ty Dược và TTBYT Quân Đội,Việt Nam
554,VD-9405-09,Rutin C,40.1058,Vitamin C + rutine,Rutin; Acid ascorbic,1.01,Uống,50 mg; 50 mg,hộp 10 vỉ x 10 viên bao đường,Công ty cổ phần Dược phẩm Euvipharm,Việt Nam
555,VD-9670-09,Rutin - C,40.1058,Vitamin C + rutine,"vitamin C, rutin",1.01,Uống,50mg; 50mg,"hộp 10 vỉ x 10 viên, chai 100 viên",Công ty cổ phần dược vật tư y tế Thái Bình,Việt Nam
556,VD-20639-09,Rutin C fort,40.1058,Vitamin C + rutine,Acid ascorbic; Rutin,1.01,Uống,60mg; 60mg,hộp 10 vỉ x 10 viên,Công ty cổ phần dược Hà Tĩnh,Việt Nam
557,VD-27555-17,Rutin-C,40.1058,"Vitamin C + rutine
",Rutin 50 mg; Acid ascorbic 50 mg,1.01,Uống,"50 mg, 50 mg",Hộp 10 vỉ x 10 viên,Công ty TNHH MTV 120 Armephaco,Việt Nam
558,VD-28405-17,Franvit C - Rutin,40.1058,"Vitamin C + rutine
",Rutin 50 mg; Acid ascorbic 50 mg,1.01,Uống,"50 mg, 50 mg",Hộp 10 vỉ x 10 viên,Công ty liên doanh dược phẩm Éloge France Việt Nam,Việt Nam
559,VD-11838-10,Bimoxine,40.138+165,Amoxicilin + Cloxacilin,Amoxicilin; Cloxacilin ,1.01,Uống,"125mg,  125mg","Hộp 25 gói x 3,8g thuốc bột uống",Công ty cổ phần hoá dược phẩm Mekophar,Việt Nam
560,VD-14118-11,Cloximox 500,40.138+165,Amoxicilin +cloxacilin,"Amoxicilin trihydrat tương ứng 250mg Amoxicilin, Cloxacillin Natri tương ứng Cloxacillin 250mg",1.01,Uống,250mg; 250mg,Hộp 10 vỉ x 10 viên nang,Công ty Cổ phần Dược phẩm Hà Tây,Việt Nam
561,VD-17542-12,Faclacin 2,40.138+165,Amoxicilin + Cloxacilin,Cloxacillin natri; Amoxicillin trihydrat,1.01,Uống,250mg; 250mg,"Hộp 2 vỉ, 10 vỉ x 10 viên",Công ty cổ phần dược phẩm trung ương 1 - Pharbaco,Việt Nam
562,VD-18290-13,Polyclox,40.138+165,Amoxicilin + Cloxacilin,Amoxicilin (dưới dạng Amoxicilin trihydrat); Cloxacillin (dưới dạng Cloxacillin Natri) ,1.01,Uống,500mg; 250mg,Hộp 10 vỉ x 10 viên,Công ty cổ phần dược phẩm Hà Tây,Việt Nam
563,VD-18748-13,Midampi 600,40.138+165,Amoxicilin + Cloxacilin,Amoxicillin (dưới dạng Amoxicillin trihydrat); Cloxacillin (dưới dạng Cloxacillin natri) ,1.01,Uống,300mg;  300mg,Hộp 1 túi nhôm x 6 vỉ x 10 viên,Công ty cổ phần dược phẩm Minh Dân,Việt Nam
564,VD-18974-13,Midampi 500,40.138+165,Amoxicilin + Cloxacilin,Amoxicillin (dưới dạng Amoxicillin trihydrat); Cloxacillin (dưới dạng Cloxacillin natri monohydrat) ,1.01,Uống,250mg; 250mg,"Hộp chứa 1 túi nhôm x 2 vỉ, 10 vỉ x 10 viên",Công ty cổ phần dược phẩm Minh Dân,Việt Nam
565,VD-20445-14,Polyclox 1000,40.138+165,Amoxicilin + Cloxacilin,Amoxicilin (dưới dạng Amoxicilin trihydrat); Cloxacilin (dưới dạng Cloxacilin Natri),1.01,Uống,500mg; 250mg,Hộp 10 vỉ x 10 viên,Công ty cổ phần dược phẩm Hà Tây,Việt Nam
566,VD-21707-14,Xacimax new,40.138+165,Amoxicilin + Cloxacilin,Amoxicilin (dưới dạng Amoxicilin trihydrat); Cloxacilin (dưới dạng Cloxacilin natri) ,1.01,Uống,500mg; 250mg,"Hộp 2 vỉ x 10 viên, hộp 5 vỉ x 10 viên, hộp 10 vỉ x 10 viên",Công ty cổ phần dược-vật tư y tế Thanh Hoá,Việt Nam
567,VD-22158-15,Zoramo,40.138+165,Amoxicilin + Cloxacilin,Amoxicilin (dưới dạng Amoxicilin trihydrat); Cloxacilin (dưới dạng Cloxacilin natri),1.01,Uống,250 mg; 250 mg,Hộp 10 vỉ x 10 viên,Công ty cổ phần dược phẩm Hà Tây,Việt Nam
568,VD-7692-09,Amoxclo,40.138+165,Amoxicilin + Cloxacilin,Amoxicilin; cloxacilin,1.01,Uống,125mg; 125mg,Hộp 25 gói x 3g thuốc bột pha hỗn dịch uống,Công ty cổ phần dược-vật tư y tế Thanh Hoá,Việt Nam
569,VN-5254-08,Br-zaxin cap,40.138+165,Amoxicilin + Cloxacilin,Amoxicillin; Cloxacillin sodium ,1.01,Uống,250mg; 250mg,Hộp 10 vỉ x 10 viên,Overseas laboratories Pvt. Ltd.,India
570,VD-12553-10,Nefavudine,40.239+231+233,Stavudin (d4T) + Lamivudin + Nevirapin (NVP),Stavudin; Lamivudin; Nevirapin,1.01,Uống,"30mg, 150mg,  200mg","Hộp 3 vỉ x 10 viên, hộp 10 vỉ x 10 viên, hộp 1 chai 100 viên nén",Công ty cổ phần SPM,Việt Nam
571,VD-14557-11,Nevitrio,40.239+231+233,Stavudin (d4T) + Lamivudin + Nevirapin (NVP),Stavudin; Lamivudin; Nevirapin,1.01,Uống,"40mg, 150mg, 200mg","Hộp 3 vỉ x 10 viên, hộp 6 vỉ x 10 viên, hộp 1 chai 60 viên nén",Công ty LD TNHH Stada - Việt Nam,Việt Nam
572,VD-20626-14,Tricomvudin,40.239+231+233,Stavudin (d4T) + Lamivudin + Nevirapin (NVP),Stavudin; Lamivudin; Nevirapin,1.01,Uống,30 mg; 150 mg;  200 mg,"Hộp 3 vỉ, 6 vỉ x 10 viên (vỉ nhôm - nhôm hoặc vỉ nhôm - PVC); Hộp 1 chai 60 viên (chai nhựa HDPE)",Công ty Cổ phần BV Pharma,Việt Nam
573,VD-6099-08,Lamista,40.239+231+233,Stavudin (d4T) + Lamivudin + Nevirapin (NVP),Stavudin; Lamivudin; Nevirapin,1.01,Uống,30 mg; 150 mg;  200 mg,Hộp 6 vỉ x 10 viên nén,Công ty TNHH Korea United Pharm. Int' L Inc.,Việt Nam
574,VN-10389-10,Lamivudine/Nevirapine/Stavudine 150mg/200mg/30mg,40.239+231+233,Stavudin (d4T) + Lamivudin + Nevirapin (NVP),"Lamivudine, Nevirapine, Stavudine",1.01,Uống,150mg; 200mg; 30mg,Chai 60 viên,Matrix Laboratories Limited,India
575,VN-9001-09,"Stavudine 30mg, Lamivudine 150mg and Nevirapine 200mg Tablets",40.239+231+233,Stavudin (d4T) + Lamivudin + Nevirapin (NVP),"Stavudine, Lamivudine, Nevirapine",1.01,Uống,30 mg; 150 mg;  200 mg,Hộp 1 lọ x 60 viên,Aurobindo Pharma Ltd.,India
576,VD-27217-17,Tosren DM,40.107 + 812 + 69,"Phenylephrin + Dextromethorphan
+ Chlorpheniramin (hydrogen maleat)",Mỗi 5 ml chứa: Phenylephrin hydroclorid 5mg; Dextromethorphan hydrobromid 10mg; Clorpheniramin maleat 2mg,1.01,Uống,"5mg, 10mg, 2mg",Hộp 1 chai 60 ml; chai 100 ml,Công ty cổ phần dược TW Mediplantex,Việt Nam
577,VD-13004-10,Propara,40.12+43,Paracetamol +Lidocain (hydroclorid) ,Paracetamol; lidocain hydroclorid ,2.10,Tiêm,150mg; 10mg,Hộp 10 ống x 1ml dung dịch tiêm,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam
578,VD-8190-09,Parainject 300,40.12+43,Paracetamol +Lidocain (hydroclorid) ,Paracetamol; Lidocaine,2.10,Tiêm,300mg; 20mg,Hộp 10 ống x 2ml thuốc tiêm,Công ty cổ phần dược-vật tư y tế Thanh Hoá,Việt Nam
579,VD-8191-09,Parainject 450,40.12+43,Paracetamol +Lidocain (hydroclorid) ,Paracetamol; Lidocaine,2.10,Tiêm,450mg; 30mg,Hộp 10 ống x 3ml thuốc tiêm,Công ty cổ phần dược-vật tư y tế Thanh Hoá,Việt Nam
580,VN-13239-11,Medamol + Lidocaine injection,40.12+43,Paracetamol +Lidocain (hydroclorid) ,Paracetamol; Lidocaine,2.10,Tiêm,300mg; 30mg/2ml,Hộp 50 ống 2ml,"T.P Drug Laboratories Co.,Ltd.",Thailand
581,VN-15274-12,Centranol,40.12+43,Paracetamol +Lidocain (hydroclorid) ,Paracetamol; Lidocain HCl,2.10,Tiêm,300mg; 20mg/2ml,Hộp 10 ống 2ml,"A.N.B. Laboratories Co.,Ltd.",Thailand
582,VN-5344-08,Tonidus,40.12+43,Paracetamol +Lidocain (hydroclorid) ,Paracetamol; Lidocain HCl,2.10,Tiêm,150mg; 1%,Hộp 10 ống 2ml,Star Drugs & Research Labs Ltd.,India
583,VN-19749-16,U-Thel,40.121+989,Brompheniramin maleate; Phenylephrine hydrochloride,Brompheniramin maleate; Phenylephrine hydrochloride,1.01,Uống,4mg/5ml; 10mg/5ml,Hộp 1 chai 60ml,"Unison Laboratories Co., Ltd.",Thailand
584,VD-28248-17,Theclaxim Tab,40.138 + 165,Amoxicilin + Cloxacillin,Amoxicilin (dưới dạng Amoxicilin trihydrat (dạng compacted)) 250mg; Cloxacilin (dưới dạng Cloxacilin natri (dạng compacted)) 250mg,1.01,Uống,"250mg, 250mg","Hộp 10 vỉ x 10 viên, hộp 2 vỉ x 10 viên",Công ty cổ phần dược-vật tư y tế Thanh Hoá,Việt Nam
585,VD-26806-17,Amo-Pharusa 500,40.138 + 809,Amoxicilin + Bromhexine,Amoxicilin (dưới dạng Amoxcilin trihydrat) 500 mg; Bromhexin hydroclorid 8 mg,1.01,Uống,"500 mg, 8 mg",Hộp 10 vỉ x 10 viên,Công ty cổ phần dược phẩm Hà Tây,Việt Nam
586,VD-26904-17,Midpam 500/8,40.138 + 809,Amoxicilin + Bromhexine,Amoxicilin (dưới dạng Amoxicilin trihydrat) 500 mg; Bromhexin hydroclorid 8 mg,1.01,Uống,"500 mg, 8 mg",Hộp 10 vỉ x 10 viên,Công ty cổ phần dược phẩm Minh Dân,Việt Nam
587,VD-27055-17,Jkyzamo,40.138 + 809,Amoxicilin + Bromhexine,Amoxicilin (dưới dạng Amoxicilin trihydrat) 500 mg; Bromhexin hydroclorid 8 mg,1.01,Uống,"500 mg, 8 mg",Hộp 10 vỉ x 10 viên,Công ty cổ phần dược phẩm Trung ương 2,Việt Nam
588,VN-8300-09,Paclaram,40.138+188+575,Amoxicilin + Clarithromycin + Pantoprazol,Pantoprazole Sodium sesquihydrate; Clarithromycin; Amoxillin Trihydrate,1.01,Uống,40mg; 500mg; 1g,Hộp x 7vỉ x 2viên Pantoprazole + 2 viên Clarithromycin + 2 viên Amoxillin,Synmedic Laboratories,India
589,VD-26148-17,Godaclox,40.139+165,Ampicilin (muối natri) + Cloxacilin,Ampicilin (dưới dạng Ampicilin trihydrat); Cloxacilin (dưới dạng Cloxacilin natri),1.01,Uống,"250 mg, 250 mg","Hộp 1 vỉ, 10 vỉ x 10 viên",Công ty TNHH MTV Dược phẩm DHG,Việt Nam
590,VD-26318-17,Cloxaxim VCP,40.139+165,Ampicilin (muối natri) + Cloxacilin ,Ampicilin; Cloxacilin ,2.10,Tiêm,"500 mg, 500 mg","Hộp 1 lọ, Hộp 10 lọ",Công ty cổ phần Dược-TTBYT Bình Định,Việt Nam
591,VD-13555-10,Broncocef,40.144+809,Cefalexin + Bromhexin (hydroclorid),"Cephalexin, Bromhexine hydrochloride",1.01,Uống,250mg; 4mg,"Hộp 12 gói 2,5g thuốc cốm",Công ty cổ phần hoá dược phẩm Mekophar,Việt Nam
592,VD-8767-09,Tiphacebro,40.144+809,Cefalexin + Bromhexin (hydroclorid),"Cephalexin, Bromhexin HCl",1.01,Uống,500mg; 8mg,Hộp 10 vỉ x 10 viên; hộp 1 chai x 100 viên nang,Công ty cổ phần dược phẩm Tipharco,Việt Nam
593,QLĐB-333-12,Amohexine,40.154+989,Amoxicilin;  Bromhexin,Amoxicilin;  Bromhexin,1.01,Uống,500mg; 8mg,Hộp 10 vỉ x 10 viên,Công ty CP Dược - VTYT Thanh Hóa,Việt Nam
594,VD-23778-15,Amohexine,40.154+989,Amoxicilin;  Bromhexin,Amoxicilin;  Bromhexin,1.01,Uống,500mg; 8mg,Hộp 10 vỉ x 10 viên,Việt Nam,Công ty Dược VTYT Thanh Hóa
595,VD-25682-16,Sitrizol,40.177+247+636,Gentamicin + Clotrimazol + Betamethason,Clotrimazol; Betamethason dipropionat; Gentamicin sulfat,3.01,Kem bôi da,"100mg; 6,4mg; 10mg",Hộp 1 tuýp 10 gam,Công ty cổ phần Dược phẩm Euvipharm - Thành viên tập đoàn Valeant,Việt Nam
596,VD-25711-16,FURMET cream,40.177+247+636,Gentamicin + Clotrimazol + Betamethason,Gentamycin sulfat; Betamethason ; Clotrimazol ,3.01,Kem bôi ngoài da," 10 mg; 6,4 mg; 100 mg",Hộp 1 tuýp 10g,Công ty cổ phần dược phẩm Me Di Sun,Việt Nam
597,VD-25996-16,Tobeta,40.180+636,"Tobramycin + Betamethason
",Tobramycin (dưới dạng Tobramycin sulfat); Betamethason natri phosphat ,6.01,Dung dịch nhỏ mắt, 15mg; 5mg,Hộp 1 lọ 5 ml,Công ty TNHH một thành viên Dược khoa-Trường Đại học Dược HN,Việt Nam
598,VD-28282-17,Vag-Lotuzol,40.183+247,Clotrimazole + Metronidazole,Clotrimazol 100mg; Metronidazol 50mg,4.01,Đặt âm đạo,"100mg, 50mg",Hộp 1 vỉ x 10 viên,Công ty cổ phần LD dược phẩm Medipharco-Tenamyd BR s.r.l,Việt Nam
599,VD-26827-17,Natatin,40.183+256,Metronidazole + Miconazole,Metronidazol 500 mg; Miconazol nitrat 100 mg,4.01,Đặt âm đạo,"500 mg, 100 mg",Hộp 2 vỉ x 6 viên,Công ty cổ phần dược phẩm Hà Tây,Việt Nam
600,VD-27342-17,Vaginax,40.183+256,Metronidazole + Miconazole,Metronidazol 500mg; Miconazol nitrat 100mg,4.01,Đặt âm đạo,"500mg, 100mg",Hộp 2 vỉ x 7 viên,Công ty cổ phần Dược-TTBYT Bình Định (Bidiphar),Việt Nam
601,VN-20560-17,Neo-Penotran,40.183+256,Metronidazole + Miconazole,Metronidazol 500mg; Miconazol nitrat 100mg,4.01,Đặt âm đạo,"500mg, 100mg",Hộp 2 vỉ x 7 viên,Embil Ilac San. Ltd. Sti,Turkey
602,VN-20877-17,Vertucid,40.186+497,Clindamycin + Adapalene,Mỗi 15g gel chứa: Clindamycin (dưới dạng Clindamycin phosphat) 150mg; Adapalen 15mg,3.05,Dùng ngoài,"150mg, 15mg",Hộp 1 tuýp 15g,"Yash Medicare Pvt. Ltd.,",India
603,VD-12890-10,Ciprex,40.193+185,Ciprofloxacin + Tinidazol,Ciprofloxacin; Tinidazol ,1.01,Uống,500 mg; 600 mg,"Hộp 2 vỉ x 10 viên, hộp 2 vỉ x 7 viên nén dài bao phim",Công ty cổ phần Dược phẩm OPV,Việt Nam
604,VD-21053-14,Fawce,40.224+231,Adefovir dipivoxil + Lamivudin ,Adefovir dipivoxil; Lamivudin ,1.01,Uống,10mg;  100mg,Hộp 4 vỉ x 7 viên,Công ty TNHH dược phẩm Đạt Vi Phú,Việt Nam
605,VN-12567-11,Lamivudine/Stavudine 150mg/30mg,40.231+239,Stavudin (d4T) + Lamivudin ,"Lamivudine,Stavudine",1.01,Uống,150mg;30mg,Chai 60 viên,Matrix Laboratories Limited,India
606,VN-16028-12,Coviro-LS tablets 30mg,40.231+239,Stavudin (d4T) + Lamivudin ,lamivudine; stavudine,1.01,Uống,150mg; 30mg,Chai 60 viên,Ranbaxy Laboratories Ltd.,India
607,VD-27433-17,Snowclear,40.255+507,Ketoconazole + Clobetasol,"Mỗi 1 g chứa: Ketoconazol 15mg; Clobetasol propionat 0,25mg",0.00,Khác,"15mg, 0,25mg",Hộp 1 tuýp 50 ml; hộp 1 tuýp 100 ml; hộp 50 gói 5 ml,Công ty cổ phần tập đoàn Merap,Việt Nam
608,VD-15688-11,"Diclofenac 2,5%",40.28+12,Lidocain (hydroclorid) + Diclofenac,"Natri diclofenac 75 mg, Lidocain.HCl 30 mg",2.10,Tiêm,75mg; 30mg,Hộp 10 ống x 3 ml thuốc tiêm (Tiêm bắp),Công ty cổ phần dược Danapha,Việt Nam
609,VN-9670-10,Kopeti,40.28+12,Lidocain (hydroclorid) + Diclofenac,"Diclofenac Sodium, Lidocain HCl",2.10,Tiêm,75mg; 20mg,Hộp 50 ống x 2ml,"Myungmoon Pharmaceutical Co., Ltd.",Korea
610,VN-19878-16,Profenac L Injection,40.28+12,Diclofenac + Lidocain (hydroclorid),Diclofenac natri; Lidocain HCl ,2.10,Tiêm,75mg/2ml; 20mg/2ml,Hộp 5 ống 2ml,Popular Pharmaceuticals Ltd.,Bangladesh
611,VN-9633-10,Araclof Tablet,40.28+43,Diclofenac + Paracetamol,Paracetamol; Diclofenac Natri,1.01,Uống,500mg; 50mg,Hộp 10 vỉ x 10 viên,Gracure Pharmaceuticals Ltd.,India
612,VD-20638-14,Haditalvic-Effe,40.28+43,Diclofenac + Paracetamol,Paracetamol; Diclofenac natri ,1.01,Uống,325mg; 25mg,"Hộp 2 vỉ, 5 vỉ, 10 vỉ x 10 viên; Lọ 100 viên, lọ 200 viên",Công ty cổ phần Dược Hà Tĩnh,Việt Nam
613,VD-7277-09,Padinas 50,40.28+43,Diclofenac + Paracetamol,Paracetamol; Diclofenac natri,1.01,Uống,500mg; 50mg,hộp 10 vỉ x 10 viên nén dài bao phim,Công ty cổ phần dược phẩm Trường Thọ,Việt Nam
614,VN-20223-17,Akurit 3,40.307+312,"Erlotinib + Fluorouracil (5-FU)
",Rifampicin; Isoniazid; Ethambutol hydrochlorid,1.01,Uống,"150 mg, 75 mg, 275 mg",Hộp 15 vỉ x 6 viên,Lupin Ltd.,India
615,VN-20224-17,Plendil Plus,40.429 + 439,"Felodipin + Metoprolol
",Felodipine; Metoprolol ,1.01,Uống,"5mg, 39mg",Hộp 1 chai 30 viên,AstraZeneca AB,Sweden
616,VN-9937-10,Plendil Plus,40.429+439,Felodipin; Metoprolol,Felodipin; Metoprolol tartrat (dưới dạng Metoprolol succinat),1.01,Uống,5mg; 50mg,Hộp 1 chai 30 viên nén giải phóng kéo dài,AstraZeneca AB,Sweden
617,VD-26803-17,Ophazidon,40.43 + 819,Paracetamol (Acetaminophen) + Cafein,Paracetamol  250mg; Cafein 10mg,1.01,Uống,"250mg, 10mg",Hộp 30 vỉ x 20 viên; lọ 100 viên,Công ty cổ phần dược phẩm Hà Nội,Việt Nam
618,VD-27249-17,Nafluextra,40.43 + 819,Paracetamol (Acetaminophen) + Cafein,Paracetamol 500mg; Cafein 65mg,1.01,Uống,"500mg, 65mg",Hộp 10 vỉ x 10 viên,Công ty cổ phần dược vật tư y tế Nghệ An,Việt Nam
619,VD-27730-17,Acemol Extra,40.43 + 819,Paracetamol (Acetaminophen) + Cafein,Paracetamol 500 mg; Cafein 65 mg,1.01,Uống,"500 mg, 65 mg",Hộp 10 vỉ x 10 viên,Công ty cổ phần dược phẩm 2/9 TP HCM,Việt Nam
620,VD-27882-17,Fahado extra,40.43 + 819,Paracetamol (Acetaminophen) + Cafein,Paracetamol 500 mg; Cafein 65 mg,1.01,Uống,"500 mg, 65 mg",Hộp 10 vỉ x 10 viên; Hộp 15 vỉ x 12 viên,Công ty cổ phần dược phẩm Hà Tây,Việt Nam
621,VD-28417-17,Kievidol extra,40.43 + 819,Paracetamol (Acetaminophen) + Cafein,Paracetamol 500mg; Cafein 65mg,1.01,Uống,"500mg, 65mg",Hộp 10 vỉ x 10 viên,Công ty Liên doanh Meyer - BPC.,Việt Nam
622,VD-25939-16,Paradau extra,40.43+ 819,Paracetamol (acetaminophen) + Cafein (citrat),Paracetamol; Cafein,1.01,Uống,"500mg, 65mg",Hộp 2 vỉ x 10 viên,Công ty Liên doanh Meyer - BPC.,Việt Nam
623,VD-26288-17,Pharbacol Extra,40.43+ 819,Paracetamol (acetaminophen) + Cafein (citrat),Paracetamol; Cafein,1.01,Uống,"500mg, 65mg",Hộp 10 vỉ x 10 viên,Công ty TNHH Phil Inter Pharma,Việt Nam
624,VD-26120-17,Paralmax cảm cúm,40.43+107+819,"Paracetamol (acetaminophen + Chlorpheniramin (hydrogen maleat) + Cafein (citrat)
",Phenylephrin hydroclorid; Paracetamol; Cafein,1.01,Uống,"5mg, 500mg, 25mg",Hộp 10 vỉ x 12 viên; hộp 15 vỉ x 12 viên,Công ty cổ phần dược phẩm Trung ương 1 - Pharbaco.,Việt Nam
625,VD-26025-16,Trivacintana F,40.43+79+812,"Paracetamol (acetaminophen) + Loratadin
 + Dextromethorphan",Paracetamol ; Dextromethorphan HBr ; Loratadin ,1.01,Uống,500mg; 15mg; 5mg,Hộp 06 vỉ x 10 viên; Hộp 10 vỉ x 10 viên; Lọ 100 viên,Chi nhánh công ty TNHH SX-TM dược phẩm Thành Nam,Việt Nam
626,VD-26236-17,Skdol Cảm cúm,40.43+79+812,"Paracetamol (acetaminophen) + Loratadin
 + Dextromethorphan",Acetaminophen; Loratadin; Dextromethorphan HBr ,1.01,Uống,"500 mg, 5 mg, 15 mg","Hộp 3 vỉ, 6 vỉ, 10 vỉ x 10 viên; Chai 100 viên, 200 viên, 500 viên",Công ty TNHH MTV Dược phẩm DHG,Việt Nam
627,VD-26272-17,Tiamenol,40.43+79+812,Paracetamol (acetaminophen) + Loratadin + Dextromethorphan,Paracetamol; Loratadin; Dextromethorphan HBr,1.01,Uống,"500mg, 5mg, 15mg",Hộp 10 vỉ x 10 viên; hộp 1 chai x 100 viên,Công ty cổ phần dược phẩm Tipharco,Việt Nam
628,VD-26273-17,Tiamenol,40.43+79+812,"Paracetamol (acetaminophen) + Loratadin
 + Dextromethorphan",Paracetamol; Loratadin; Dextromethorphan HBr,1.01,Uống,"500mg, 5mg, 15mg",Hộp 10 vỉ x 10 viên; hộp 01 chai 100 viên,Công ty cổ phần dược phẩm Tipharco,Việt Nam
629,VD-26274-17,Tiamenol,40.43+79+812,"Paracetamol (acetaminophen) + Loratadin
 + Dextromethorphan",Paracetamol; Loratadin; Dextromethorphan HBr,1.01,Uống,"500mg, 5mg, 15mg",Hộp 10 vỉ x 10 viên; hộp 1 chai 100 viên,Công ty cổ phần dược phẩm Tipharco,Việt Nam
630,VD-26521-17,Alermed-Nic,40.43+79+812,"Paracetamol (acetaminophen) + Loratadin
 + Dextromethorphan",Paracetamol; Loratadin; Dextromethorphan HBr,1.01,Uống,"500mg, 5mg, 5mg",Hộp 10 vỉ x 10 viên; Chai 500 viên,Công ty TNHH dược phẩm USA - NIC (USA - NIC Pharma),Việt Nam
631,VD-26626-17,Tanarhunamol-flu,40.43+79+812,"Paracetamol (acetaminophen) + Loratadin
 + Dextromethorphan",Paracetamol; Dextromethorphan hydrobromid ; Loratadin,1.01,Uống,"500mg, 15mg, 5mg",Hộp 25 vỉ x 04 viên,Công ty TNHH Pierre Fabre Việt Nam,Việt Nam
632,VD-27950-17,"Midacemid 10/12,5",40.445+561,Quinapril +  Hydroclorothiazid,"Quinapril (dưới dạng Quinapril hydroclorid) 10 mg; Hydroclorothiazid 12,5 mg",1.01,Uống,"10 mg, 12,5 mg",Hộp 1 túi x 3 vỉ x 10 viên,Công ty cổ phần dược phẩm Minh Dân,Việt Nam
633,VD-27014-17,Stufort cap,40.491 + 68,Piracetam + Cinnarizine,Piracetam 400mg; Cinnarizin 25mg,1.01,Uống,"400mg, 25mg","Hộp 3 vỉ, 6 vỉ, 10 vỉ x 10 viên; Chai 30 viên, 60 viên, 100 viên",Công ty cổ phần Dược phẩm Phương Đông,Việt Nam
634,VD-27996-17,Qbicetam,40.491 + 68,Piracetam + Cinnarizine,Piracetam 400mg; Cinnarizin 25mg,1.01,Uống,"400mg, 25mg",Hộp 10 vỉ x 10 viên,Công ty cổ phần dược phẩm Quảng Bình,Việt Nam
635,VD-28142-17,Viavan,40.491 + 68,Piracetam + Cinnarizine,Piracetam 400mg; Cinnarizin 25mg,1.01,Uống,"400mg, 25mg",Hộp 03 vỉ x 10 viên,Công ty cổ phần dược phẩm và sinh học y tế,Việt Nam
636,VD-28335-17,Pirazatam,40.491 + 68,Piracetam + Cinnarizine,Piracetam 400mg; Cinnarizin 25mg,1.01,Uống,"400mg, 25mg",Hộp 3 vỉ x 10 viên; hộp 10 vỉ x 10 viên,Công ty cổ phần SPM,Việt Nam
637,VN-12205-11,Comvogel Gel,40.520+189,Erythromycin + Isotretinoin,"Isotretinoin, Erythromycin",3.05,Dùng ngoài,"0,5mg/g; 20mg/g",Hộp 1 tuýp 10g,Kolmar Korea,Korea
638,VD-23104-15,Melankit,40.569+185+188,Lanzoprazol + Tinidazol + Clarithromycin,Lanzoprazol; Tinidazol; Clarithromycin,1.01,Uống,30mg; 500mg; 500mg,"Hộp 7 vỉ mỗi vỉ 2 viên nang cứng
 Lanzoprazol, 2 viên nén bao phim Tinidazol, 2 viên nén bao phim Clarithromycin",Công ty cổ phần dược trung ương Mediplantex.,Việt Nam
